SITE_NO,TSITE_NO,SHORT_NAME,RSQA_STUDY,STATION_NM,ECO_LAT,ECO_LONG,r50_EcoReach_km,r50_Area_km2,r50_DevelopedHigh2011,r50_DevelopedMed2011,r50_DevelopedLow2011,r50_DevelopedOpen2011,r50_BarrenLand2011,r50_DeciduousForest2011,r50_EvergreenForest2011,r50_MixedForest2011,r50_GrasslandHerb2011,r50_ShrubScrub2011,r50_CultivatedCrops2011,r50_PastureHay2011,r50_WoodyWetlands2011,r50_EmerHerbWetlands2011,r50_OpenWater2011,r50_SumAreaNLCD2011,r50_UrbanLMH2011,r50_CanopyCover2011,r50_Imperviousness2011,r50_Dev_CommServices2012,r50_Dev_IndusMilitary2012,r50_Dev_MajorTransp2012,r50_Dev_Other2012,r50_Dev_Recreation2012,r50_Dev_ResidHigh2012,r50_Dev_ResidLowMed2012,r50_SemiDev_AnthroOth2012,r50_SemiDev_UrbHigh2012,r50_SemiDev_UrbLowMed2012,r50_Prod_Crops2012,r50_Prod_GrazingPot2012,r50_Prod_Mining2012,r50_Prod_PastureHay2012,r50_LowUse2012,r50_VeryLowUse_Conserv2012,r50_Water2012,r50_Wetlands2012,r50_SumAreaNWALT2012,r50_Total_Urban,r50_Total_Ag,r50_HousDensityBLK2010,r50_PopDensityBLK2010,r50_RoadDensity2013,r50_RoadDensity2014,r50_RoadDensity2015,r50_RoadDensity2016,r50_RoadDensity2017
401143096134301,T401143096134301,NE_Turkey,MSQA,"Turkey Creek near Steinauer, Nebr.",40.194286,-96.228349,2.200,0.210,0.00,0.00,0.86,1.72,0.00,35.78,0.00,2.16,1.29,0.00,47.41,0.00,10.78,0.00,0.00,208800,,42.97,0.30,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,0.00,0.00,51.72,2.59,,0.00,45.69,0.00,0.00,0.00,208800,0.00,54.31,0.792,3.172,0.567,,,,
401849087161401,T401849087161401,IN_Pine,MSQA,"BIG PINE CR AT CO RD N125E NR WILLIAMSPORT, IN",40.31308,-87.2693,2.920,0.300,0.00,0.00,1.83,2.45,0.00,79.51,0.00,0.00,0.61,0.00,5.20,0.00,5.50,0.00,4.89,294300,,40.91,0.81,0.00,0.00,0.00,3.36,0.00,0.00,0.00,,0.00,0.00,8.26,0.00,,0.00,81.04,0.00,6.12,1.22,294300,3.36,8.26,5.845,13.614,1.709,,,,
403242084553201,T403242084553201,IN_Limberlost,MSQA,"LIMBERLOST CREEK AT CORD N 250 E NEAR BRYANT, IN",40.54533,-84.92748,1.920,0.200,0.00,0.00,2.34,3.27,0.00,10.28,0.00,0.00,0.00,0.00,60.75,0.00,23.36,0.00,0.00,192600,,30.02,1.00,0.00,0.00,4.21,0.00,0.00,0.00,0.00,,0.00,0.00,59.81,0.00,,0.00,22.90,0.00,0.00,13.08,192600,4.21,59.81,4.358,13.084,2.079,,,,
404917088222701,T404917088222701,IL_NVermilion,MSQA,NORTH FORK VERMILION RIVER NEAR WING,40.82395,-88.381232,2.760,0.280,0.00,0.32,0.95,7.91,0.00,13.29,0.00,0.00,4.11,0.00,38.29,20.57,0.00,1.27,13.29,284400,,9.75,0.74,0.00,0.00,0.00,1.27,0.00,0.00,0.00,,0.00,0.00,47.15,0.00,,18.67,18.35,0.00,14.56,0.00,284400,1.27,65.82,0.483,1.697,0.359,,,,
410133082465301,T410133082465301,OH_Honey,MSQA,"Unnamed Trib to Honey Creek near Willard, OH",41.028909,-82.790218,1.430,0.150,0.00,0.00,0.61,1.82,0.00,5.45,0.00,0.00,0.00,0.00,90.30,1.82,0.00,0.00,0.00,148500,,18.76,0.32,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,0.00,0.00,93.33,0.00,,4.24,2.42,0.00,0.00,0.00,148500,0.00,97.58,2.608,5.989,1.404,,,,
410150083125701,T410150083125701,OH_Sandusky,MSQA,"Sandusky River at CR6 near McClutchenville, OH",41.0285,-83.202,3.300,0.330,0.00,0.27,2.16,2.16,0.00,12.67,0.00,0.00,5.12,0.00,14.02,0.00,0.00,0.00,63.61,333900,,34.78,0.98,0.00,0.00,0.00,2.43,0.00,0.00,0.00,,0.00,0.00,11.86,1.62,,0.00,25.88,0.00,58.22,0.00,333900,2.43,13.48,10.528,22.702,2.586,,,,
411146082244001,T411146082244001,OH_Vermilion,MSQA,"Vermilion River at SR18 near Clarksfield, OH",41.18879,-82.424348,2.530,0.260,0.00,0.00,1.06,16.20,0.00,76.41,0.00,0.00,0.00,0.00,2.46,2.11,0.00,0.00,1.76,255600,,74.66,1.09,0.00,0.00,0.00,6.34,0.00,0.00,0.00,,0.00,0.00,3.87,0.00,,2.11,87.68,0.00,0.00,0.00,255600,6.34,5.99,11.421,28.522,3.044,,,,
411439087065601,T411439087065601,IN_Hodge,MSQA,"HODGE DITCH STREAM AT CORD N400W NR WHEATFIELD, IN",41.243423,-87.117795,2.060,0.210,0.00,0.00,1.70,0.00,0.00,2.55,0.00,0.00,7.66,0.00,86.38,1.70,0.00,0.00,0.00,211500,,2.43,0.69,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,0.00,0.00,89.79,0.00,,0.85,9.36,0.00,0.00,0.00,211500,0.00,90.64,0.938,2.094,1.166,,,,
412911089540101,T412911089540101,IL_Green,MSQA,"GREEN RIVER NEAR HOOPPOLE, IL",41.486803,-89.856525,3.130,0.320,0.57,0.85,3.70,10.26,0.00,0.00,0.00,0.00,0.00,0.00,46.15,0.00,1.71,0.00,36.75,315900,,7.51,3.22,0.00,0.00,0.00,2.28,0.00,0.00,0.00,,0.00,0.00,62.68,0.00,,0.00,1.99,0.00,33.05,0.00,315900,2.28,62.68,0.426,0.945,7.682,,,,
413012096210001,T413012096210001,NE_Bell,MSQA,"Bell Creek near Arlington, Nebr.",41.501712,-96.349319,2.640,0.270,0.00,0.00,0.68,0.68,0.00,0.00,0.00,0.00,0.34,0.00,95.90,0.00,2.39,0.00,0.00,263700,,5.59,0.23,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,0.00,0.00,98.63,0.00,,0.00,1.37,0.00,0.00,0.00,263700,0.00,98.63,1.023,2.825,0.375,,,,
420444097543301,T420444097543301,NE_Elkhorn,MSQA,"Elkhorn River near Oakdale, Nebr.",42.07674,-97.904388,3.800,0.370,0.00,0.00,0.00,0.96,3.11,2.87,0.00,0.00,12.20,0.00,9.57,0.00,6.22,0.00,65.07,376200,,9.36,0.03,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,0.00,0.00,6.94,7.42,,0.96,18.18,0.00,66.51,0.00,376200,0.00,15.31,1.192,2.179,0.669,,,,
420626089101201,T420626089101201,IL_Stillman,MSQA,"STILLMAN CREEK AT STILLMAN VALLEY, IL",42.105711,-89.169981,1.910,0.190,0.00,0.00,0.00,0.00,0.00,20.47,0.00,0.00,1.86,0.00,38.14,4.19,33.49,1.86,0.00,193500,,44.05,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,0.00,0.00,37.67,0.00,,6.98,30.23,0.00,0.00,25.12,193500,0.00,44.65,5.714,13.819,,,,,
424048097483601,T424048097483601,NE_Howe,MSQA,"Howe Creek near Lindy, Nebr.",42.696219,-97.788485,2.160,0.220,0.00,0.00,0.00,0.00,0.00,9.72,0.00,0.00,88.26,0.00,0.00,0.00,2.02,0.00,0.00,222300,,8.80,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,0.00,0.00,2.02,0.00,,0.00,97.98,0.00,0.00,0.00,222300,0.00,2.02,0.221,0.469,,,,,
435420096290500,T435420096290500,SD_Pipestone,MSQA,PIPESTONE CREEK NR SD/MN STATE LINE,43.903462,-96.486971,2.650,0.210,0.00,0.85,0.43,0.00,0.00,0.00,0.00,0.00,31.62,0.00,0.85,62.82,0.00,0.00,3.42,210600,,0.76,0.60,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,0.00,0.00,0.43,6.84,,62.39,26.92,0.00,3.42,0.00,210600,0.00,69.66,1.066,2.295,0.945,,,,
01073319,T01073319,NH_Lamprey,NESQA,"LAMPREY RIVER AT LANGFORD ROAD, AT RAYMOND, NH",43.04169,-71.20184,2.160,0.219,0.41,5.28,5.69,18.70,0.00,1.63,13.01,19.11,0.00,2.03,0.00,0.00,23.17,4.88,6.10,221386,,59.13,7.00,0.00,0.00,2.03,0.00,0.00,0.81,19.11,,0.00,62.60,0.00,0.00,0.00,0.00,7.32,,4.88,3.25,221400,21.95,0.00,177.271,395.335,,,,198.341,
01095220,T01095220,MA_Stillwater,NESQA,"STILLWATER RIVER NEAR STERLING, MA",42.412034,-71.79218,1.896,0.191,0.00,2.79,3.26,1.86,7.91,7.91,3.72,5.58,0.00,0.00,0.00,4.65,60.93,1.40,0.00,193488,,74.18,3.56,0.95,0.00,6.64,0.00,0.00,0.00,1.90,,0.00,46.92,0.00,0.00,6.64,9.00,22.27,,0.00,5.69,189900,9.48,9.00,6.033,14.271,,,,328.438,
010965852,T010965852,NH_Beaver,NESQA,"BEAVER BROOK AT NORTH PELHAM, NH",42.78218,-71.3533,2.090,0.209,0.44,4.82,7.46,14.47,0.00,9.65,14.04,0.00,0.00,1.32,0.00,4.39,43.42,0.00,0.00,205187,,62.38,6.25,1.73,0.00,0.00,0.00,0.00,0.00,28.14,,0.00,58.44,0.00,0.00,0.00,2.16,0.00,,0.00,9.52,207900,29.87,2.16,176.493,345.028,,,,92.298,
01096710,T01096710,MA_Assabet,NESQA,"ASSABET RIVER AT ALLEN STREET AT NORTHBOROUGH, MA",42.33405,-71.62545,1.892,0.192,1.43,24.76,13.33,11.90,0.00,10.48,2.86,0.00,0.00,0.00,0.00,11.90,10.00,13.33,0.00,188988,,44.89,24.51,9.05,0.00,0.00,3.33,0.00,0.00,43.81,,21.90,9.52,0.00,0.00,0.00,9.52,0.00,,0.00,2.86,189000,78.10,9.52,299.657,613.451,,,,24.447,
01097270,T01097270,MA_FortPond,NESQA,"FORT POND BROOK AT RIVER ROAD NEAR SOUTH ACTON, MA",42.459329,-71.442767,1.710,0.175,1.04,25.00,16.15,17.71,0.00,12.50,0.52,0.00,0.00,0.00,0.00,0.52,18.75,3.65,4.17,172789,,50.69,20.45,14.57,0.00,9.05,6.53,1.51,0.00,18.09,,31.16,0.00,0.00,0.00,0.00,1.51,2.01,,4.52,11.06,179100,80.90,1.51,156.601,329.852,,,,223.671,
01100600,T01100600,MA_Shawsheen,NESQA,"SHAWSHEEN RIVER NEAR WILMINGTON, MA",42.56899,-71.21519,1.977,0.180,0.00,2.99,7.96,33.33,0.00,0.50,0.00,6.47,0.00,0.00,0.00,0.00,48.76,0.00,0.00,180889,,66.91,6.96,3.61,0.00,0.00,0.00,3.61,0.00,39.69,,39.18,0.00,0.00,0.00,0.00,0.00,0.00,,0.00,13.92,174600,86.08,0.00,214.459,642.955,,,,155.226,
01101500,T01101500,MA_Ipswich,NESQA,"IPSWICH RIVER AT SOUTH MIDDLETON, MA",42.56999,-71.02885,2.056,0.210,1.28,6.84,6.84,5.13,0.00,0.85,20.51,0.00,0.00,0.00,0.00,0.00,42.31,4.70,11.54,210587,,57.72,9.50,4.87,0.00,0.00,0.00,0.00,0.00,15.04,,49.56,2.21,0.00,0.00,0.00,0.00,0.00,,10.18,18.14,203400,69.47,0.00,60.893,169.683,,,,258.259,
01102345,T01102345,MA_Saugus,NESQA,"SAUGUS RIVER AT SAUGUS IRONWORKS AT SAUGUS, MA",42.46976,-71.007129,1.809,0.183,2.96,17.24,12.81,27.59,0.00,27.09,0.99,0.00,1.48,0.00,0.00,0.00,5.91,0.00,3.94,182688,,58.55,20.92,12.38,0.95,0.00,1.90,9.52,12.38,20.95,,39.52,0.00,0.00,0.00,0.00,0.00,0.00,,2.38,0.00,189000,97.62,0.00,301.814,676.916,,,,32.457,
01103280,T01103280,MA_Charles,NESQA,"CHARLES RIVER AT MEDWAY, MA",42.14018,-71.38776,2.228,0.226,0.80,5.98,8.37,9.16,0.00,29.48,11.16,0.80,0.00,0.00,0.00,0.00,28.29,5.98,0.00,225886,,69.55,7.08,1.99,0.00,0.00,1.99,0.00,0.00,13.94,,70.52,0.00,0.00,0.00,0.00,0.00,0.00,,0.00,11.55,225900,88.45,0.00,216.763,404.714,,,,33.720,
01105000,T01105000,MA_Neponset,NESQA,"NEPONSET RIVER AT NORWOOD, MA",42.17691,-71.19852,1.956,0.198,21.82,30.45,8.64,9.09,0.00,25.00,0.00,0.00,0.00,0.00,0.00,0.00,5.00,0.00,0.00,197988,,41.65,41.99,26.32,23.68,0.00,1.75,2.19,9.21,3.51,,33.33,0.00,0.00,0.00,0.00,0.00,0.00,,0.00,0.00,205200,100.00,0.00,308.804,635.025,,,,20.853,
01105583,T01105583,MA_Monatiquot,NESQA,"MONATIQUOT RIVER AT EAST BRAINTREE, MA",42.2209,-70.97837,1.871,0.191,8.74,32.52,24.27,18.45,6.31,2.91,4.37,0.00,1.46,0.00,0.00,0.00,0.97,0.00,0.00,185388,,33.59,38.74,16.20,17.59,5.56,1.85,0.00,41.67,0.00,,7.87,0.00,0.00,0.00,9.26,0.00,0.00,,0.00,0.00,194400,90.74,0.00,959.928,2050.861,,,,34.359,
01105600,T01105600,MA_OldSwamp,NESQA,"OLD SWAMP RIVER NEAR SOUTH WEYMOUTH, MA",42.193516,-70.941786,1.077,0.111,0.00,19.05,26.19,32.54,0.00,11.11,0.00,0.00,0.00,0.00,0.00,0.00,11.11,0.00,0.00,113393,,55.52,21.83,4.27,0.00,71.79,0.00,0.00,0.00,8.55,,15.38,0.00,0.00,0.00,0.00,0.00,0.00,,0.00,0.00,105300,100.00,0.00,45.618,80.514,,,,210.948,
01109000,T01109000,MA_Wading,NESQA,"WADING RIVER NEAR NORTON, MA",41.948425,-71.175297,2.048,0.208,0.00,1.31,1.75,3.49,0.00,6.55,7.42,4.37,0.00,0.00,0.00,0.00,75.11,0.00,0.00,206087,,77.68,1.70,0.00,0.00,2.58,0.00,0.00,0.00,1.72,,0.00,45.06,0.00,0.00,0.00,0.00,31.33,,0.00,19.31,209700,4.29,0.00,48.930,143.616,,,,78.362,
01112262,T01112262,MA_MillSummer,NESQA,"MILL RIVER AT SUMMER STREET NEAR BLACKSTONE, MA",42.03943,-71.51439,1.869,0.189,0.00,1.91,4.78,3.35,0.00,8.61,4.78,1.91,0.00,0.00,0.00,6.70,60.77,1.91,5.26,188088,,64.27,2.61,0.00,0.00,0.00,1.45,0.00,0.00,7.25,,0.00,49.28,0.00,1.45,0.00,8.70,23.67,,6.28,1.93,186300,8.70,10.14,73.206,171.776,,,,33.489,
01114000,T01114000,RI_Moshassuck,NESQA,"MOSHASSUCK RIVER AT PROVIDENCE, RI",41.834004,-71.411026,1.772,0.177,35.96,38.92,24.63,0.49,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,182688,,12.02,70.18,12.63,9.09,76.26,0.00,2.02,0.00,0.00,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,0.00,0.00,178200,100.00,0.00,980.077,1388.614,,,,267.537,
01114500,T01114500,RI_Woonasqua,NESQA,"WOONASQUATUCKET RIVER AT CENTERDALE, RI",41.857513,-71.487187,1.990,0.202,12.23,30.57,16.16,27.51,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,13.54,0.00,0.00,206087,,43.27,34.43,13.84,12.50,8.48,6.25,0.00,38.84,0.00,,10.71,0.00,0.00,0.00,0.00,0.00,0.00,,0.00,9.38,201600,90.63,0.00,1036.731,1556.240,,,,117.135,
01115110,T01115110,RI_Hunting,NESQA,"HUNTINGHOUSE BK AT ELMDALE RD AT N SCITUATE, RI",41.846042,-71.610134,1.208,0.124,0.00,0.00,1.54,0.77,0.00,45.38,0.00,0.00,0.00,0.00,0.00,0.00,52.31,0.00,0.00,116993,,81.40,0.38,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,0.00,100.00,0.00,0.00,0.00,0.00,0.00,,0.00,0.00,125100,0.00,0.00,32.490,96.424,,,,20.225,
01115114,T01115114,RI_Rush,NESQA,"RUSH BROOK NEAR ELMDALE RD NEAR NORTH SCITUATE, RI",41.838172,-71.611552,1.085,0.111,0.00,0.00,0.00,3.17,0.00,47.62,3.97,2.38,0.00,2.38,0.00,0.00,40.48,0.00,0.00,113393,,78.87,0.12,0.00,0.00,0.00,0.00,0.00,0.00,2.44,,0.00,97.56,0.00,0.00,0.00,0.00,0.00,,0.00,0.00,110700,2.44,0.00,29.963,73.013,,,,8.311,
01117800,T01117800,RI_Wood,NESQA,"WOOD RIVER NEAR ARCADIA, RI",41.57187,-71.72035,1.960,0.198,0.00,0.92,7.37,16.59,0.00,1.84,8.76,0.00,0.00,0.46,0.00,0.00,64.06,0.00,0.00,195288,,77.36,3.79,0.00,0.00,0.00,0.00,13.18,0.00,0.00,,0.00,0.00,0.00,0.00,0.00,0.00,77.73,,0.00,9.09,198000,13.18,0.00,0.000,0.000,,,,97.284,
01121000,T01121000,CT_Hope,NESQA,"MOUNT HOPE RIVER NEAR WARRENVILLE, CT",41.842289,-72.168118,1.876,0.186,0.00,0.00,0.00,0.48,0.00,7.14,0.00,40.48,0.00,1.90,0.00,17.62,32.38,0.00,0.00,188988,,66.60,0.04,0.00,0.00,0.00,0.00,1.91,0.00,3.35,,0.00,67.46,0.00,0.00,0.00,21.53,0.00,,0.00,5.74,188100,5.26,21.53,64.032,166.592,,,,,
01121330,T01121330,CT_Fenton,NESQA,"FENTON RIVER AT MANSFIELD, CT",41.83183,-72.24217,1.697,0.172,0.00,0.00,1.03,8.25,0.00,29.90,8.76,48.45,0.00,0.00,0.00,2.06,1.55,0.00,0.00,174589,,79.56,0.58,0.00,0.00,7.77,0.00,0.00,0.00,2.07,,0.00,78.24,0.00,0.00,0.00,4.66,7.25,,0.00,0.00,173700,9.84,4.66,17.800,45.151,,,,177.117,
01123000,T01123000,CT_Lhanover,NESQA,"LITTLE RIVER NEAR HANOVER, CT",41.670569,-72.053773,1.890,0.190,0.00,0.00,0.00,0.00,0.00,18.69,1.87,12.15,0.00,0.00,0.00,0.93,66.36,0.00,0.00,192588,,77.86,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,0.00,49.02,0.00,0.00,0.00,0.98,1.96,,0.00,48.04,183600,0.00,0.98,13.019,34.235,,,,,
01154000,T01154000,VT_Saxtons,NESQA,"SAXTONS RIVER AT SAXTONS RIVER, VT",43.13772,-72.48792,2.271,0.231,0.00,1.94,16.67,11.24,0.00,12.40,47.29,0.00,0.00,1.16,0.00,1.94,5.04,0.00,2.33,232185,,56.94,7.59,6.77,0.00,0.00,9.56,0.00,0.00,10.36,,0.00,14.74,0.00,0.00,0.00,0.80,56.18,,1.59,0.00,225900,26.69,0.80,92.562,254.586,,,,85.584,
01154950,T01154950,NH_Cold,NESQA,"COLD RIVER AT HIGH STREET, AT ALSTEAD, NH",43.15057,-72.36024,2.286,0.232,0.00,3.50,8.56,23.35,0.00,7.00,31.13,0.00,0.00,3.11,0.78,0.78,15.95,5.45,0.39,231285,,47.16,5.69,0.78,0.00,0.00,17.58,0.00,0.00,0.00,,0.00,0.00,1.56,1.17,0.00,0.39,68.75,,0.00,9.77,230400,18.36,3.13,51.420,83.674,,,,233.084,
01170095,T01170095,MA_Green.ECO,NESQA,"GREEN RIVER AT STEWARTVILLE, MA",42.716028,-72.669709,2.028,0.206,0.00,0.00,0.44,11.84,0.00,8.33,52.63,0.88,0.00,0.00,0.00,0.00,13.60,12.28,0.00,205187,,80.50,0.79,0.00,0.00,0.00,3.51,0.00,0.00,0.00,,0.00,0.00,0.00,0.00,0.00,0.00,92.98,,0.00,3.51,205200,3.51,0.00,5.725,6.590,,,,21.811,
01174565,T01174565,MA_WBSwift,NESQA,"WEST BRANCH SWIFT RIVER NEAR SHUTESBURY, MA",42.45523,-72.38182,1.517,0.153,0.00,0.00,0.57,13.22,0.00,0.00,41.95,2.87,0.00,0.00,0.00,0.00,39.66,1.72,0.00,156590,,82.49,0.71,0.00,0.00,7.47,0.00,0.00,0.00,0.00,,0.00,0.00,0.00,0.00,0.00,0.00,84.48,,0.00,8.05,156600,7.47,0.00,6.171,15.905,,,,294.561,
01187300,T01187300,CT_Hubbard,NESQA,"HUBBARD RIVER NEAR WEST HARTLAND, CT",42.03754,-72.93954,1.728,0.177,0.00,0.00,0.00,1.98,0.00,40.10,38.61,19.31,0.00,0.00,0.00,0.00,0.00,0.00,0.00,181789,,83.37,0.05,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,0.00,0.00,0.00,0.00,0.00,0.00,100.00,,0.00,0.00,171900,0.00,0.00,0.162,0.483,,,,18.954,
01189000,T01189000,CT_Pequabuck,NESQA,"PEQUABUCK R AT FORESTVILLE, CT.",41.673457,-72.898584,2.073,0.212,8.90,22.03,27.97,38.14,0.00,2.97,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,212387,,39.11,35.02,17.02,21.28,22.55,0.00,0.00,34.89,0.00,,4.26,0.00,0.00,0.00,0.00,0.00,0.00,,0.00,0.00,211500,100.00,0.00,429.318,773.676,,,,28.164,
01192500,T01192500,CT_Hockanum,NESQA,"HOCKANUM RIVER NEAR EAST HARTFORD, CT",41.78334,-72.58726,2.281,0.231,2.82,7.26,9.27,24.19,0.00,14.92,3.23,0.00,0.00,0.00,0.00,0.00,23.79,14.52,0.00,223186,,56.40,8.90,1.92,0.00,13.08,2.31,0.00,0.77,20.77,,34.62,0.00,0.00,0.00,0.00,0.00,0.00,,0.00,26.54,234000,73.46,0.00,570.779,1223.830,,,,315.782,
01193500,T01193500,CT_SalmonHam,NESQA,"SALMON RIVER NEAR EAST HAMPTON, CT",41.553627,-72.448201,2.416,0.245,0.00,0.00,0.35,2.82,0.00,39.79,26.06,0.00,0.00,0.00,0.00,0.00,14.79,6.69,9.51,255584,,66.34,0.04,0.00,0.00,0.00,0.00,0.00,0.00,1.82,,0.00,3.65,0.00,0.00,0.00,0.00,86.50,,5.11,2.92,246600,1.82,0.00,2.580,9.460,,,,36.882,
01194000,T01194000,CT_Eightmile,NESQA,"EIGHTMILE RIVER AT NORTH PLAIN, CT",41.440159,-72.333259,1.719,0.175,0.00,0.00,0.00,8.72,0.00,25.64,3.08,5.13,0.00,0.51,0.00,15.90,40.00,1.03,0.00,175489,,68.31,0.41,0.00,0.00,1.05,2.09,0.00,0.00,0.00,,0.00,0.00,0.00,0.52,0.00,19.90,73.82,,0.00,2.62,171900,3.14,20.42,18.247,34.549,,,,33.317,
01195490,T01195490,CT_Quinnipiac,NESQA,"QUINNIPIAC RIVER AT SOUTHINGTON, CT",41.602318,-72.884103,1.664,0.158,1.14,10.29,14.86,30.29,0.00,1.71,0.00,0.00,0.00,0.00,0.00,0.00,41.71,0.00,0.00,157490,,58.01,14.24,1.14,11.36,0.00,0.00,0.00,0.00,46.59,,32.95,0.00,0.00,0.00,0.00,0.00,0.00,,0.00,7.95,158400,92.05,0.00,220.606,584.525,,,,26.253,
01196620,T01196620,CT_MillHamden,NESQA,"MILL RIVER NEAR HAMDEN, CT",41.418997,-72.90182,1.803,0.183,0.00,0.00,1.47,11.76,0.00,53.43,16.67,8.82,0.00,0.00,0.00,0.00,7.84,0.00,0.00,183588,,78.38,1.49,0.50,0.00,8.00,0.00,2.50,0.00,4.50,,80.50,0.00,0.00,0.00,0.00,0.00,0.00,,0.00,4.00,180000,96.00,0.00,53.322,120.027,,,,132.882,
01199050,T01199050,CT_SalmonLime,NESQA,"SALMON CREEK AT LIME ROCK, CT",41.942019,-73.390796,1.882,0.167,0.00,0.00,0.00,9.52,0.00,10.05,4.23,6.88,0.00,6.35,5.82,13.76,43.39,0.00,0.00,170089,,65.15,0.37,0.00,0.00,0.00,0.00,0.00,0.00,1.06,,0.00,27.51,8.47,1.06,0.00,26.98,10.58,,0.00,24.34,170100,1.06,36.51,11.313,21.034,,,,22.979,
01203510,T01203510,CT_Pootatuck,NESQA,"POOTATUCK RIVER AT SANDY HOOK, CT",41.418688,-73.28253,1.810,0.178,0.00,0.52,7.25,12.95,0.00,23.83,0.00,6.74,0.00,2.07,0.00,9.33,36.27,1.04,0.00,173689,,72.71,3.18,4.57,0.00,8.63,0.00,0.00,0.00,9.14,,0.00,35.53,0.00,0.00,0.00,21.83,18.27,,0.00,2.03,177300,22.34,21.83,85.793,143.520,,,,454.245,
01208869,T01208869,CT_Rooster,NESQA,"Rooster River near Fairfield, CT",41.192217,-73.226135,1.288,0.131,1.37,17.81,35.62,34.93,0.00,10.27,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,131392,,41.76,24.12,15.03,0.00,0.00,0.00,27.45,39.87,4.58,,13.07,0.00,0.00,0.00,0.00,0.00,0.00,,0.00,0.00,137700,100.00,0.00,393.486,1189.172,,,,202.232,
01208925,T01208925,CT_MillFair,NESQA,"MILL RIVER NEAR FAIRFIELD, CT",41.164186,-73.271027,1.869,0.190,0.47,4.21,9.35,48.13,0.00,7.94,1.40,0.00,0.00,0.00,0.00,0.00,25.23,0.00,3.27,192588,,61.28,8.72,2.39,0.00,0.00,0.00,9.09,0.00,57.89,,24.40,2.87,0.00,0.00,0.00,0.00,0.00,,1.44,1.91,188100,93.78,0.00,310.748,818.810,,,,32.014,
01209700,T01209700,CT_Norwalk,NESQA,"NORWALK RIVER AT SOUTH WILTON, CT",41.15759,-73.422557,1.909,0.194,17.14,30.95,17.62,13.81,0.00,15.71,0.00,0.00,0.00,0.00,0.00,0.00,4.76,0.00,0.00,188988,,32.22,42.76,28.37,6.51,30.23,0.00,0.00,0.00,5.58,,29.30,0.00,0.00,0.00,0.00,0.00,0.00,,0.00,0.00,193500,100.00,0.00,47.886,88.313,,,,245.557,
01209901,T01209901,CT_Rippowam,NESQA,"RIPPOWAM RIVER AT STAMFORD, CT.",41.066102,-73.54947,1.947,0.198,5.56,21.30,31.94,30.09,0.00,7.41,1.85,0.00,0.00,0.00,0.00,0.00,1.85,0.00,0.00,194388,,43.37,31.62,7.31,0.00,3.65,0.00,3.20,45.21,32.88,,7.76,0.00,0.00,0.00,0.00,0.00,0.00,,0.00,0.00,197100,100.00,0.00,1334.966,2780.435,,,,66.487,
01342730,T01342730,NY_Steele,NESQA,STEELE CREEK AT ILION NY,43.00165,-75.04491,1.833,0.185,0.00,0.49,14.22,22.55,0.00,36.76,1.96,3.43,2.45,17.65,0.00,0.49,0.00,0.00,0.00,183588,,51.29,5.30,2.91,0.00,0.00,9.71,0.00,12.14,11.17,,1.94,21.84,0.00,0.00,0.00,0.00,40.29,,0.00,0.00,185400,37.86,0.00,90.088,210.855,,,,168.019,
01349150,T01349150,NY_Canajoharie,NESQA,CANAJOHARIE CREEK NEAR CANAJOHARIE NY,42.87086,-74.60291,2.184,0.222,0.00,0.41,2.48,3.31,0.00,22.73,0.00,0.00,0.00,0.00,10.74,21.49,38.84,0.00,0.00,217786,,38.73,1.34,0.00,0.00,3.59,0.80,0.00,0.00,0.00,,0.00,0.00,4.78,0.00,0.00,34.66,56.18,,0.00,0.00,225900,4.38,39.44,4.654,8.053,,,,216.498,
01356190,T01356190,NY_LishaKill,NESQA,LISHA KILL NORTHWEST OF NISKAYUNA NY,42.783,-73.85745,1.622,0.143,0.00,1.86,3.73,6.83,0.00,19.88,12.42,14.91,0.00,1.24,0.00,0.00,39.13,0.00,0.00,144891,,78.17,1.23,0.00,0.00,3.82,1.27,0.00,0.00,0.00,,92.36,0.64,0.00,0.00,0.00,0.00,1.91,,0.00,0.00,141300,97.45,0.00,173.074,475.898,,,,110.077,
