SITE_NO,TSITE_NO,SHORT_NAME,RSQA_STUDY,STATION_NM,LB_BasinGIS_km2,LB_DevelopedHigh2011,LB_DevelopedMed2011,LB_DevelopedLow2011,LB_DevelopedOpen2011,LB_BarrenLand2011,LB_DeciduousForest2011,LB_EvergreenForest2011,LB_MixedForest2011,LB_GrasslandHerb2011,LB_ShrubScrub2011,LB_CultivatedCrops2011,LB_PastureHay2011,LB_WoodyWetlands2011,LB_EmerHerbWetlands2011,LB_OpenWater2011,LB_SumAreaNLCD2011,LB_Canopy2011,LB_Imperviousness2001,LB_Imperviousness2006,LB_Imperviousness2011,LB_Dev_CommServices2012,LB_Dev_IndusMilitary2012,LB_Dev_MajorTransp2012,LB_Dev_Other2012,LB_Dev_Recreation2012,LB_Dev_ResidHigh2012,LB_Dev_ResidLowMed2012,LB_SemiDev_AnthroOth2012,LB_SemiDev_UrbHigh2012,LB_SemiDev_UrbLowMed2012,LB_Prod_Crops2012,LB_Prod_GrazingPot2012,LB_Prod_Mining2012,LB_Prod_PastureHay2012,LB_LowUse2012,LB_VeryLowUse_Conserv2012,LB_Water2012,LB_Wetlands2012,LB_SumAreaNWALT2012,LB_Dense_Urban,LB_Total_Urban,LB_CSQA_Total_Urban,LB_Extended_Urban,LB_Crops,LB_Total_Ag,LB_Total_Developed,LB_Total_Low_Use,LB_LU_cat_calc,LB_LU_cat,LB_Major_LU,LB_GolfCourseArea,LB_UrbanAge_mean,LB_UrbanAge_PCT_1940,LB_UrbanAge_PCT_1950,LB_UrbanAge_PCT_1960,LB_UrbanAge_PCT_1970,LB_UrbanAge_PCT_1980,LB_UrbanAge_PCT_1990,LB_UrbanAge_PCT_2000,LB_UrbanAge_PCT_2010,LB_UrbanAge_PCT_NonUrban,LB_UrbanAge_SUM_AREA,LB_DamDensity2016,LB_DamMajDensity2016,LB_DamNIDstorage2016,LB_DamNORMALstorage2016,LB_DamNumMajDams2016,LB_NumDams2016,LB_BaseFlowIndex,LB_DunneOverlandFlow,LB_HortonOverlandFlow,LB_IndexSubsFlowContact,LB_TopogWetnessIndex,LB_Runoff2016,LB_Runoff2017,LB_Stream_Ephemeral,LB_Stream_Intermittent,LB_Stream_Perennial,LB_Stream_StreamRiver,LB_StreamDensity,LB_N_AtmosphDepos2016,LB_N_AtmosphDepos2017,LB_N_FertFarm2012,LB_N_FertNonFarm2012,LB_N_Manure2012,LB_N_NPDES_2012,LB_NumFacilities2012,LB_NumMajorFacilities2012,LB_P_FertFarm2012,LB_P_FertNonFarm2012,LB_P_Manure2012,LB_P_NPDES_2012,LB_Total_N,LB_Total_P,LB_AdjHouseIncome_mean,LB_HousingDensity2000,LB_HousingDensity2010,LB_PopDensity1990,LB_PopDensity2000,LB_PopDensity2010,LB_RoadDensity2016,LB_RoadDensity2017,LB_DepthToWaterTable,LB_AvailWaterCapacity,LB_BulkDensity,LB_KfactorUpperHorizon,LB_OrganicMatter,LB_Permeability,LB_SandContent,LB_SiltContent,LB_ClayContent,LB_RainfallErosivity,LB_SoilLoss_Afactor,LB_SoilThickness,LB_SRL25Agland,LB_Elev_MeanWatershed,LB_Slope,LB_TRI_NumOfChems2010,LB_TRI_NumOfFacil,LB_TRI_NumOfSuperFund,LB_TRI_SumLbs2010
380410122315501,T380410122315501,CA_ArroyoDig,CSQA,ARROYO SAN JOSE A DIGITAL DR NR NOVATO CA,12.174,0.89,9.43,10.24,14.74,0.00,3.72,38.52,9.20,4.98,8.18,0.00,0.00,0.00,0.00,0.10,12185303.41,49.53,9.77,10.83,10.92,5.77,0.00,0.83,0.21,6.98,12.57,8.55,0.00,47.60,0.80,0.00,0.00,0.00,0.00,16.60,0.00,0.09,0.00,12168000,6.60,82.51,34.91,83.31,0.00,0.00,83.31,16.69,Urban_med,Urban_med,Urban,0.414,1961,0.00,21.17,1.48,62.52,5.11,0.00,0.00,0.00,9.72,12140000,,,,,,,22.553,2.000,4.000,-9999.000,9.110,277.199,913.804,0.00,70.86,19.93,0.00,0.011,3.304,24.435,0.000,1009.588,0.000,,,,0.000,24.879,0.000,,2526.446,2.044,53.013,196.619,225.249,516.293,485.321,555.123,,16.918,5.461,0.125,1.460,0.268,1.295,1.265,28.81,44.93,26.26,830.557,0.917,27.686,-9999.000,107.145,0.289,,,,
381441122064301,T381441122064301,CA_Suisan,CSQA,SUISUN C A ROCKVILLE CA,9.512,0.01,0.31,2.74,2.38,0.00,0.15,1.05,9.73,39.09,9.16,33.41,1.85,0.12,0.00,0.00,9528655.28,8.28,1.32,1.32,1.32,0.04,0.34,0.00,0.00,0.49,0.00,1.29,0.00,0.00,29.37,36.60,1.67,0.00,1.97,28.24,0.00,0.00,0.00,9511200,0.38,2.16,2.16,31.53,36.60,40.23,71.76,28.24,Mixed,Ag_high,Ag,,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,100.00,9570000,,,,,,,26.961,1.000,1.288,175.659,8.965,133.000,408.300,34.17,30.10,3.13,0.00,0.020,3.452,23.027,23354.248,149.214,12977.882,,,,2366.146,3.676,3371.055,,6137.797,603.512,89.847,8.596,9.965,36.770,23.893,21.254,,3.378,5.959,0.149,1.288,0.265,0.609,1.294,23.21,46.62,30.17,530.895,1.458,40.940,3.588,75.649,0.128,,,,
381519122385601,T381519122385601,CA_Petaluma,CSQA,PETALUMA R NR PETALUMA CA,40.993,2.28,9.62,11.65,13.59,0.00,0.00,0.39,0.33,57.72,1.18,1.49,0.47,0.10,1.15,0.02,40971957.80,1.92,12.38,12.98,13.22,6.88,1.30,1.82,2.98,0.14,3.96,17.23,0.00,0.09,22.44,1.51,27.90,0.00,0.47,13.23,0.00,0.04,0.01,41014800,10.00,34.39,34.30,56.83,1.51,29.89,86.72,13.28,Mixed,Mixed,Mixed,,1959,24.79,0.71,3.58,3.90,3.27,0.85,0.00,11.63,51.27,41020000,,,,,,,22.334,1.160,7.413,2155.073,9.887,275.700,910.500,0.00,91.69,7.83,0.00,0.011,2.778,18.085,8780.015,2632.527,14454.354,,,,889.549,64.866,3054.896,,2439.548,97.805,56.797,100.558,116.494,169.940,258.292,284.752,,6.324,5.242,0.155,1.396,0.295,0.510,0.833,24.10,41.43,34.47,647.935,0.397,51.402,99.363,34.669,0.051,0,2,,0.000
381556122280201,T381556122280201,CA_SonomaWat,CSQA,SONOMA C A WATMAUGH RD BR NR SONOMA CA,7.729,0.86,15.47,24.17,27.82,0.00,0.08,0.00,2.22,12.67,1.12,14.78,0.45,0.35,0.00,0.00,7743157.35,7.96,20.22,20.88,21.05,7.45,0.28,0.88,0.56,4.10,24.53,27.42,0.00,0.61,5.35,15.64,1.96,0.00,1.35,9.87,0.00,0.00,0.00,7732800,8.61,65.83,65.22,71.18,15.64,18.95,90.13,9.87,Mixed,Mixed,Mixed,,1939,38.66,20.49,0.00,0.13,0.00,0.00,0.00,0.00,40.72,7760000,,,,,,,22.981,1.902,4.187,469.594,9.931,275.700,910.500,0.00,67.11,20.84,0.00,0.024,3.251,20.264,12693.168,965.758,20896.496,,,,1286.012,23.797,4416.428,,6497.383,740.891,42.272,369.025,403.750,736.807,829.632,916.021,,11.648,4.610,0.155,1.513,0.354,0.771,0.713,27.42,44.64,27.94,843.796,0.439,58.428,8.270,33.178,0.024,,,,
381740122395901,T381740122395901,CA_Lichau,CSQA,LICHAU C A PENNGROVE CA,17.613,0.21,1.69,6.42,13.03,0.00,0.10,3.37,4.12,63.89,2.53,4.24,0.00,0.05,0.11,0.25,17593094.27,6.52,4.13,4.26,4.30,0.78,0.37,0.49,2.23,0.00,0.06,14.84,0.00,0.63,28.25,4.01,25.43,0.00,0.04,22.61,0.00,0.27,0.00,17611200,1.64,19.40,18.77,47.65,4.01,29.48,77.13,22.87,Mixed,Mixed,Mixed,,1956,9.27,0.17,29.92,16.33,0.80,0.97,0.00,0.17,42.38,17580000,,,,,,,23.128,2.000,2.572,259.706,9.619,287.453,920.595,0.00,58.87,20.15,0.00,0.013,2.825,18.399,7983.619,684.889,13143.265,,,,808.862,16.876,2777.800,,3078.277,204.595,59.630,50.613,61.409,115.319,121.665,135.253,,3.935,5.675,0.127,1.477,0.277,0.682,2.510,26.58,39.54,33.88,675.748,0.451,48.123,51.957,67.225,0.067,,,,
382017122161101,T382017122161101,CA_Milliken,CSQA,MILLIKEN C BL HEDGESIDE AVE NR NAPA CA,13.808,0.03,2.63,9.80,14.62,0.12,0.29,3.70,5.83,15.70,44.90,1.56,0.00,0.16,0.05,0.61,13780012.25,17.01,5.84,5.92,5.94,1.46,0.03,0.55,4.98,10.49,0.00,6.63,0.00,0.13,3.00,1.67,1.51,0.00,0.08,68.88,0.00,0.60,0.00,13798800,2.03,24.26,24.13,27.26,1.67,3.26,30.52,69.48,Urban_low,Urban_low,Urban,1.269,1955,0.00,11.58,7.74,0.00,0.00,0.00,0.00,2.39,78.29,13820000,14.484,7.242,40.645,40.645,1.000,2.000,25.121,1.000,1.673,184.694,9.534,275.700,910.500,0.00,64.73,23.89,0.00,0.016,4.031,24.645,3034.743,552.212,642.660,,,,307.466,13.597,154.342,,2770.777,34.429,104.619,54.739,102.267,59.077,64.978,99.770,,3.401,5.979,0.146,1.165,0.201,0.742,1.734,29.41,43.34,27.25,760.097,0.899,28.651,0.000,168.575,0.194,,,,
382035121575501,T382035121575501,CA_Alamo,CSQA,ALAMO C A TULARE RD BR NR VACAVILLE CA,17.037,5.52,23.28,10.66,6.74,0.61,0.17,0.03,1.28,40.74,0.78,8.14,0.00,0.06,0.00,2.00,17042325.76,4.41,22.40,23.66,23.99,11.05,0.61,3.42,0.49,2.87,18.97,8.13,0.00,6.29,6.17,8.00,1.22,0.00,0.06,30.71,0.00,2.01,0.00,17046000,15.08,51.83,45.53,57.99,8.00,9.29,67.29,32.71,Urban_med,Urban_med,Urban,,1958,14.08,20.41,3.46,0.00,34.13,0.00,0.00,0.00,27.92,17050000,5.869,0.000,56.471,56.471,0.000,1.000,28.094,0.000,13.867,10621.397,11.875,116.857,416.969,52.28,9.91,27.27,0.00,0.018,3.611,23.983,9372.714,1981.968,5208.388,,,,949.601,48.833,1352.899,,3370.497,138.011,63.082,308.850,329.665,1063.962,1095.433,821.139,,10.606,5.825,0.157,1.421,0.344,0.255,0.744,21.35,48.81,29.85,510.298,0.430,50.431,15.521,84.674,0.109,,,,
382245122001601,T382245122001601,CA_Ulatis,CSQA,ULATIS C A FARRELL RD NR VACAVILLE CA,12.213,0.00,0.46,1.73,6.72,0.04,0.66,0.36,9.51,52.41,6.98,20.73,0.00,0.39,0.00,0.00,12218601.51,11.42,1.10,1.14,1.16,0.30,0.00,0.00,0.68,0.00,0.32,2.98,0.00,0.30,28.24,21.84,1.98,0.00,0.00,43.29,0.00,0.00,0.09,12200400,0.30,4.57,4.28,32.81,21.84,23.81,56.62,43.38,Mixed,Mixed,Mixed,,1965,0.00,0.33,0.00,0.08,0.66,0.00,0.00,0.00,98.93,12200000,,,,,,,27.234,0.168,17.420,1184.619,9.337,116.800,417.000,68.37,0.00,30.39,0.00,0.020,4.052,27.549,17604.079,313.606,9782.531,,,,1783.565,7.727,2541.051,,5023.022,354.741,93.967,13.534,21.920,36.332,38.021,57.694,,7.238,5.916,0.152,1.427,0.344,0.368,0.804,21.86,49.05,29.10,631.377,0.903,35.546,1.205,147.752,0.179,,,,
382346122521201,T382346122521201,CA_NoNameMonty,CSQA,UNNAMED TRIB A MONTGOMERY RD NR SEBASTOPOL CA,14.853,0.00,0.02,0.47,8.29,0.05,3.15,26.20,7.75,30.45,23.07,0.53,0.00,0.00,0.00,0.00,14841951.54,36.79,0.56,0.56,0.56,0.10,0.00,0.61,0.29,0.00,0.00,6.88,0.00,0.00,67.60,0.63,11.62,0.00,0.00,12.28,0.00,0.00,0.00,14868000,0.70,7.87,7.87,75.47,0.63,12.25,87.72,12.28,Urban_low,Mixed,Mixed,,1984,0.00,0.00,0.00,29.21,6.66,36.20,0.00,25.37,2.56,14860000,,,,,,,30.177,2.000,4.300,68.497,8.183,434.548,980.401,0.00,89.86,9.15,0.00,0.009,2.962,20.245,786.563,243.309,1294.903,,,,79.691,5.995,273.675,,2181.013,24.195,59.484,58.842,65.583,127.339,134.206,129.791,,5.136,5.854,0.140,1.497,0.282,0.738,1.515,47.11,28.14,24.75,1203.018,2.634,56.041,-9999.000,119.961,0.150,,,,
382619122531401,T382619122531401,CA_Green,CSQA,GREEN VALLEY C A GRATON CA,23.407,0.00,0.02,0.32,6.87,0.10,1.51,41.37,8.09,25.31,14.59,1.44,0.00,0.23,0.00,0.16,23380663.42,43.95,0.44,0.44,0.44,0.15,0.00,0.00,0.29,0.00,0.00,4.05,0.00,0.00,57.37,1.39,5.42,0.00,0.00,31.16,0.00,0.17,0.00,23385600,0.15,4.50,4.50,61.87,1.39,6.80,68.67,31.33,Urban_low,Mixed,Mixed,,1991,0.00,0.00,0.00,0.00,0.94,27.43,42.15,0.00,29.48,23440000,4.272,0.000,10.118,10.118,0.000,1.000,32.911,2.882,4.954,197.998,8.815,501.068,1100.011,0.00,45.47,50.56,0.00,0.009,2.941,21.356,3667.352,312.280,6037.485,,,,371.559,7.695,1276.009,,2563.607,70.717,52.085,31.136,30.962,69.924,76.460,65.318,,3.760,5.857,0.126,1.463,0.254,0.745,1.991,42.59,32.76,24.65,1292.894,1.439,50.701,-9999.000,125.025,0.172,,,,
382634122315201,T382634122315201,CA_SonomaAdobe,CSQA,SONOMA C A ADOBE CYN RD NR KENWOOD CA,10.295,0.00,0.00,0.03,1.70,0.00,2.17,45.39,12.01,7.19,31.38,0.00,0.00,0.14,0.00,0.00,10282812.17,53.37,0.06,0.06,0.06,0.00,0.00,0.00,0.00,0.03,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,99.97,0.00,0.00,0.00,10328400,0.00,0.03,0.03,0.03,0.00,0.00,0.03,99.97,Undeveloped,Undeveloped,Undeveloped,,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,100.00,10300000,,,,,,,23.000,2.983,3.000,52.209,8.110,275.700,910.500,0.00,65.41,33.14,0.00,0.015,4.683,28.255,0.000,32.740,0.000,,,,0.000,0.807,0.000,,2828.675,0.078,58.496,2.039,0.875,6.467,5.090,1.244,,0.774,5.997,0.118,1.292,0.223,1.000,1.867,30.89,43.02,26.09,1388.397,1.099,24.963,-9999.000,510.207,0.349,,,,
383039122502401,T383039122502401,CA_Windsor,CSQA,WINDSOR C A MARK WEST STATION RD NR WINDSOR CA,23.050,6.15,18.82,11.33,12.39,0.02,0.03,0.01,0.38,22.00,3.81,23.75,0.62,0.07,0.00,0.62,23047682.46,1.96,17.66,21.63,22.34,9.21,7.98,6.03,3.51,4.20,7.51,8.53,1.12,3.48,4.56,24.07,5.76,0.00,0.75,12.57,0.00,0.70,0.00,23050800,23.22,50.46,46.98,56.15,24.07,30.58,86.72,13.28,Mixed,Mixed,Mixed,0.596,1960,5.82,7.13,4.04,6.91,15.65,0.00,0.00,0.00,60.45,23010000,8.677,0.000,32.108,32.108,0.000,2.000,35.631,3.292,5.658,870.713,10.373,505.400,1107.800,0.00,99.65,0.00,0.00,0.013,2.498,18.540,61568.256,1801.220,101358.526,,,,6237.804,44.383,21421.899,,9000.523,1201.913,57.658,120.353,205.720,270.323,364.321,575.866,,5.938,4.550,0.157,1.518,0.358,0.783,0.688,27.31,44.70,28.00,939.611,0.288,60.000,3.073,34.802,0.030,0,3,,0.000
383109122363301,T383109122363301,CA_MarkWTar,CSQA,MARK WEST C A TARWATER RD NR CALISTOGA CA,10.438,0.00,0.00,0.00,4.82,0.14,0.05,63.72,4.59,4.94,21.74,0.00,0.00,0.00,0.00,0.00,10439403.22,62.06,0.10,0.10,0.10,0.03,0.00,0.00,1.21,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,98.76,0.00,0.00,0.00,10436400,0.03,1.24,1.24,1.24,0.00,0.00,1.24,98.76,Undeveloped,Undeveloped,Undeveloped,,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,100.00,10450000,,,,,,,29.965,2.776,2.466,21.767,7.523,477.045,1083.444,0.00,73.58,23.06,0.00,0.011,4.086,24.631,0.000,93.069,0.000,,,,0.000,2.293,0.000,,2472.046,0.220,50.709,6.858,7.108,13.541,14.768,10.109,,3.724,6.000,0.109,1.358,0.245,0.595,1.629,31.30,43.51,25.19,1386.178,0.693,24.046,-9999.000,525.576,0.322,,,,
383305122311901,T383305122311901,CA_Ritchey,CSQA,RITCHEY C NR DEER PARK CA,6.370,0.00,0.00,0.04,0.06,0.16,0.38,77.33,5.03,2.24,14.68,0.00,0.00,0.00,0.00,0.08,6386034.94,69.14,0.02,0.02,0.02,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,99.89,0.00,0.11,0.00,6350400,0.00,0.00,0.00,0.00,0.00,0.00,0.00,100.00,Undeveloped,Undeveloped,Undeveloped,,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,100.00,6380000,,,,,,,30.214,1.729,1.597,16.243,7.514,275.700,910.500,0.00,25.91,74.09,0.00,0.012,4.051,24.310,0.000,1.065,0.000,,,,0.000,0.026,0.000,,2431.125,0.004,78.841,5.496,3.099,10.740,10.496,5.059,,0.298,5.997,0.119,1.102,0.189,1.034,3.130,37.23,43.94,18.83,1179.732,0.589,32.958,2.042,409.187,0.342,,,,
383321122302101,T383321122302101,CA_NapaBale,CSQA,NAPA R A BALE LN NR DEER PARK CA,30.874,0.03,0.20,1.22,4.20,0.67,0.72,43.27,5.14,7.37,18.50,18.24,0.00,0.32,0.00,0.11,30877234.87,44.03,0.80,0.80,0.81,0.36,0.05,0.91,1.54,0.03,0.00,0.02,0.00,0.00,0.06,18.44,0.00,0.00,0.03,78.44,0.00,0.12,0.00,30888000,1.32,2.91,2.91,2.97,18.44,18.47,21.45,78.55,Ag_low,Ag_low,Ag,,1935,0.23,0.00,0.00,0.00,0.00,0.00,0.00,0.00,99.77,30860000,6.478,0.000,1.990,1.990,0.000,2.000,29.940,1.558,1.907,58.875,8.254,275.700,910.500,0.00,60.50,38.79,0.00,0.010,3.933,23.887,77991.638,256.818,16516.100,,1,,7901.760,6.324,3966.516,,5458.066,384.617,63.529,5.937,8.692,11.554,13.403,12.505,,2.159,5.692,0.133,1.216,0.226,0.873,2.115,31.00,44.88,24.12,1025.387,1.144,38.667,1.501,236.138,0.271,,,,
383719122462501,T383719122462501,CA_Maacama,CSQA,MAACAMA C A CHALK HILL RD BR NR HEALDSBURG CA,14.989,0.00,0.07,0.65,7.58,0.06,3.36,20.12,14.08,26.41,21.19,6.01,0.00,0.42,0.00,0.05,14993142.90,34.30,0.65,0.66,0.66,0.10,0.00,2.06,1.18,0.00,0.00,0.00,0.00,0.00,0.00,6.33,1.22,0.00,0.29,88.78,0.00,0.05,0.00,15012000,2.16,3.33,3.33,3.33,6.33,7.84,11.18,88.82,Ag_low,Ag_low,Ag,,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,100.00,15070000,,,,,,,34.254,3.560,5.178,83.127,8.683,505.400,1107.800,0.00,50.23,47.87,0.00,0.014,2.539,18.636,10009.020,229.848,16477.640,,,,1014.066,5.664,3482.513,,3646.065,300.373,85.401,3.075,3.590,7.074,6.394,6.726,,3.480,5.992,0.132,1.398,0.282,0.903,1.259,27.05,43.14,29.81,1060.601,1.699,37.966,0.000,154.398,0.240,,,,
01073319,T01073319,NH_Lamprey,NESQA,"LAMPREY RIVER AT LANGFORD ROAD, AT RAYMOND, NH",21.160,0.14,1.33,3.53,5.69,3.40,7.69,22.08,34.53,0.43,5.94,0.10,0.89,10.43,3.60,0.21,21147766.97,67.96,2.50,2.50,2.51,0.39,0.07,0.89,0.24,0.00,0.02,6.34,0.00,0.00,66.37,0.09,0.05,3.32,0.94,17.93,0.00,0.22,3.15,21139200,1.35,7.94,7.94,74.30,0.09,1.07,75.37,21.30,Urban_low,Urban_low,Urban,,2002,0.09,0.00,3.45,0.00,0.00,0.00,0.00,59.69,36.77,21160000,,,,,,,46.936,3.000,0.516,26.210,9.177,385.044,,,0.27,0.44,0.00,1.292,2.178,,311.793,2320.852,452.528,,,,38.883,165.210,89.887,,363.579,13.893,59.882,31.420,38.971,68.089,78.411,83.662,3.144,,4.614,0.101,1.402,0.195,1.813,8.187,59.11,36.11,4.78,1076.544,11.810,52.593,0.000,91.531,7.858,,,,
01095220,T01095220,MA_Stillwater,NESQA,"STILLWATER RIVER NEAR STERLING, MA",22.151,0.13,1.54,6.03,5.23,1.85,30.32,18.49,5.65,0.89,2.24,2.08,13.01,12.23,0.21,0.11,22150303.77,63.37,3.41,3.43,3.45,1.33,0.00,3.36,0.06,0.06,0.00,5.46,0.00,0.00,52.25,2.08,0.36,1.45,13.10,17.14,0.00,0.11,3.23,22158000,4.70,10.28,10.28,62.53,2.08,15.53,78.07,20.49,Urban_low,Urban_low,Urban,,1965,0.00,0.00,0.00,13.72,0.00,0.00,0.00,0.00,86.28,22160000,,,,,,,52.224,3.000,0.301,24.819,9.401,306.300,,,0.04,0.74,0.00,1.234,2.544,,7691.613,2539.693,8329.113,,,,684.778,191.305,2042.212,,1092.344,131.747,70.294,29.665,33.499,82.658,82.182,93.403,6.409,,3.323,0.127,1.325,0.207,0.866,6.714,57.16,38.18,4.67,1334.388,68.712,55.999,0.000,167.898,6.630,,,,
010965852,T010965852,NH_Beaver,NESQA,"BEAVER BROOK AT NORTH PELHAM, NH",23.281,0.68,7.73,14.41,11.60,0.05,28.81,17.15,1.64,0.81,2.48,0.10,4.37,6.09,1.59,2.47,23288732.01,55.67,9.22,9.62,11.21,1.02,0.94,1.33,0.34,0.02,0.00,30.66,0.00,7.62,45.35,0.08,0.00,0.00,4.34,4.36,0.00,2.43,1.51,23292000,3.29,41.93,34.31,87.28,0.08,4.42,91.70,8.30,Urban_med,Urban_med,Urban,,1980,0.00,0.00,0.00,4.34,60.42,20.46,4.04,6.27,4.47,23270000,,,,,,,50.855,4.228,0.986,39.863,9.413,459.600,,,0.07,0.72,0.00,0.928,2.175,,1536.096,9329.037,2095.020,,,,191.561,664.086,421.168,,774.210,54.844,82.912,86.920,102.832,230.494,268.765,288.681,6.223,,4.676,0.101,1.405,0.195,1.499,8.052,58.48,36.71,4.81,1131.776,15.219,51.979,1.277,79.816,6.153,1,3,,14.500
01096710,T01096710,MA_Assabet,NESQA,"ASSABET RIVER AT ALLEN STREET AT NORTHBOROUGH, MA",25.976,1.29,13.13,16.32,15.28,0.06,28.68,3.80,1.74,2.15,1.69,0.62,1.88,12.14,1.18,0.03,25969663.02,58.00,15.48,15.82,16.26,4.11,0.19,3.67,0.33,3.31,0.00,32.46,0.00,16.15,28.60,0.61,0.00,0.03,1.77,5.51,0.00,0.04,3.21,25995600,7.98,60.23,44.08,88.82,0.61,2.38,91.21,8.77,Urban_med,Urban_med,Urban,0.724,1954,38.57,0.00,5.12,1.04,0.00,24.21,0.00,0.00,31.06,25980000,,0.000,105.968,1.023,0.000,5.000,55.010,3.007,1.799,184.946,9.842,311.500,,,0.29,0.62,0.00,1.712,2.535,,1499.688,10472.473,1623.986,,,,133.516,788.850,398.184,,776.883,50.836,92.772,130.222,141.752,322.902,361.577,370.870,7.275,,3.526,0.132,1.355,0.206,0.816,4.408,50.39,43.56,6.06,1401.556,28.899,49.262,0.000,111.731,6.020,,,,
01097270,T01097270,MA_FortPond,NESQA,"FORT POND BROOK AT RIVER ROAD NEAR SOUTH ACTON, MA",20.865,0.68,8.57,12.64,13.18,0.00,23.67,10.62,0.62,0.20,0.38,0.32,3.98,20.86,3.67,0.61,20853485.52,61.21,10.56,11.10,11.31,2.05,0.02,2.04,0.33,0.50,0.00,28.90,0.00,22.89,22.01,0.36,0.03,0.00,4.40,11.77,0.00,0.62,4.07,20854800,4.11,56.72,33.83,78.73,0.36,4.80,83.53,16.47,Urban_med,Urban_med,Urban,,1959,48.78,3.30,5.74,0.00,15.83,3.87,0.00,18.75,3.73,20910000,,0.000,3.488,2.956,0.000,1.000,55.482,3.000,0.667,48.717,9.710,311.500,,,0.20,0.63,0.00,1.682,2.466,,6606.965,14199.022,2696.145,,,,588.207,1069.549,567.199,,1373.009,106.635,103.722,132.628,145.867,338.863,369.174,392.082,8.345,,3.226,0.129,1.329,0.207,0.858,6.215,55.91,39.23,4.86,1328.472,15.521,55.874,0.000,70.895,4.655,,,,
01100600,T01100600,MA_Shawsheen,NESQA,"SHAWSHEEN RIVER NEAR WILMINGTON, MA",15.861,3.08,23.43,28.00,26.46,0.20,6.21,3.71,0.35,0.82,0.10,0.00,1.03,5.79,0.81,0.00,15856100.52,44.78,27.18,28.65,29.25,6.61,0.20,2.49,0.45,3.76,0.09,67.26,0.00,16.15,0.00,0.00,0.00,0.00,1.15,0.05,0.00,0.00,1.79,15897600,9.31,97.01,80.87,97.01,0.00,1.15,98.17,1.83,Urban_high,Urban_high,Urban,0.492,1951,29.18,0.06,50.38,19.06,0.00,0.00,0.00,0.00,1.32,15900000,,,,,,,55.172,4.000,3.879,304.124,10.219,454.230,,,0.16,0.41,0.00,0.963,2.277,,1180.047,24526.886,481.549,,,,105.058,1847.501,101.305,,1878.822,129.493,76.715,230.481,247.729,667.197,714.876,728.254,9.469,,3.669,0.119,1.315,0.206,0.932,8.432,61.54,34.46,3.99,1237.689,20.839,56.384,0.000,40.326,3.603,,,,
01101500,T01101500,MA_Ipswich,NESQA,"IPSWICH RIVER AT SOUTH MIDDLETON, MA",21.834,0.61,10.60,16.72,14.99,0.00,19.32,9.04,2.70,0.16,0.12,0.00,0.33,24.80,0.44,0.17,21831723.85,62.90,12.17,13.67,14.10,2.11,0.30,0.00,0.03,3.29,0.00,36.52,0.00,33.05,10.80,0.00,0.00,0.00,0.30,2.61,0.00,0.20,10.80,21805200,2.41,75.30,42.25,86.10,0.00,0.30,86.40,13.60,Urban_high,Urban_high,Urban,0.735,1949,41.15,1.10,29.19,27.54,0.14,0.00,0.00,0.00,0.87,21820000,,0.000,11.299,7.909,0.000,1.000,55.084,4.191,3.220,336.974,10.484,327.600,,,0.31,0.36,0.00,0.976,2.216,,396.703,17758.046,223.844,,,,35.318,1337.636,46.444,,1063.318,65.009,89.921,100.156,111.281,263.961,296.494,318.645,5.028,,2.842,0.140,1.360,0.209,0.800,3.242,48.04,45.80,6.16,1262.969,15.736,52.771,0.000,30.116,4.289,,,,
01102345,T01102345,MA_Saugus,NESQA,"SAUGUS RIVER AT SAUGUS IRONWORKS AT SAUGUS, MA",24.788,5.44,23.65,14.43,9.21,0.09,27.29,4.52,0.65,0.57,1.09,0.06,0.26,6.01,0.49,6.24,24794337.11,46.94,22.56,25.06,26.01,7.23,1.06,2.79,0.35,3.89,9.54,27.88,0.00,31.92,2.87,0.06,0.00,0.01,0.25,3.70,0.00,6.20,2.26,24804000,11.07,84.64,52.73,87.52,0.06,0.30,87.82,12.16,Urban_high,Urban_high,Urban,0.523,1942,48.47,8.47,25.34,0.00,0.00,0.00,0.00,0.00,17.72,24780000,,0.000,622.818,461.508,0.000,8.000,55.558,3.000,1.000,174.434,10.213,327.600,,,0.24,0.42,0.00,1.256,2.268,,319.246,21587.453,267.796,,,,28.422,1626.092,54.901,,1121.357,68.961,69.027,249.623,266.380,652.529,678.078,694.010,9.735,,4.078,0.131,1.378,0.206,0.776,3.215,46.09,46.79,7.12,1348.979,21.773,41.223,0.000,31.435,7.514,1,2,,2.300
