"SITE_NO","RSQA_STUDY","RSQA_STUDY_DESC","STATION_NM","LAT_VA","LONG_VA","DEC_LAT_VA","DEC_LONG_VA","COORD_METH_DESC","COORD_ACY_DESC","COORD_DATUM_CD","COUNTY_NM","STATE_NM","STATE_ABBREV"
"11141050       ","CSQA","California Stream-Quality Assessment","ORCUTT C NR ORCUTT CA"," 345301    "," 1202938    ","34.8835903695974","-120.494888258948","Interpolated from map","Accurate to +/- 5 seconds","NAD27     ","Santa Barbara County","California","CA"
"03336890       ","MSQA","Midwest Stream-Quality Assessment","SPOON RIVER NEAR ST. JOSEPH, IL"," 400951    "," 0880139    ","40.1641666666667","-88.0275","Interpolated from Digital Map","Accurate to +/- 1 second","NAD83     ","Champaign County","Illinois","IL"
"400240092081201","MSQA","Midwest Stream-Quality Assessment","Little Fabius River nr Fabius, MO"," 400240.40 "," 0920812.2  ","40.0445555555556","-92.1367222222222","Global positioning system (GPS), Standard Positioning Service (SPS) or PrecisePositioning Service (PPS)","Accurate to +/- 1 second","NAD83     ","Knox County","Missouri","MO"
"403242084553201","MSQA","Midwest Stream-Quality Assessment","LIMBERLOST CREEK AT CORD N 250 E NEAR BRYANT, IN"," 403242.97 "," 0845602.69 ","40.5452694444444","-84.9340805555556","Interpolated from map","Accurate to +/- 1 second","NAD83     ","Jay County","Indiana","IN"
"021912435      ","SESQA","Southeast Stream-Quality Assessment","CARLAN CREEK AT GA326 NEAR CARNESVILLE, GA"," 341811    "," 0831825    ","34.3030555555556","-83.3069444444444","Global positioning system (GPS), Standard Positioning Service (SPS) or PrecisePositioning Service (PPS)","Accurate to +/- 1 second","NAD83     ","Franklin County","Georgia","GA"
"01154950       ","NESQA","Northeast Stream-Quality Assessment","COLD RIVER AT HIGH STREET, AT ALSTEAD, NH"," 430858    "," 0722142    ","43.1494444444444","-72.3616666666667","Interpolated from map","Accurate to +/- 1 second","NAD83     ","Cheshire County","New Hampshire","NH"
"01154000       ","NESQA","Northeast Stream-Quality Assessment","SAXTONS RIVER AT SAXTONS RIVER, VT"," 430815    "," 0722919    ","43.1375777705601","-72.4881444183","Interpolated from map","Accurate to +/- 1 second","NAD27     ","Windham County","Vermont","VT"
"01109070       ","NESQA","Northeast Stream-Quality Assessment","SEGREGANSET RIVER NEAR DIGHTON, MA"," 415025    "," 0710836    ","41.8403790266594","-71.1428239513517","Interpolated from map","Accurate to +/- 1 second","NAD27     ","Bristol County","Massachusetts","MA"
"351725120395901","CSQA","California Stream-Quality Assessment","STENNER C A MURRAY AVE A SAN LUIS OBISPO CA"," 351725.44 "," 1203958.75 ","35.2904","-120.666319444444","Interpolated from map","Accurate to +/- 1 second","NAD83     ","San Luis Obispo County","California","CA"
"01170100       ","NESQA","Northeast Stream-Quality Assessment","GREEN RIVER NEAR COLRAIN, MA"," 424212    "," 0724016    ","42.7034169531944","-72.6706473825731","Interpolated from map","Accurate to +/- 1 second","NAD27     ","Franklin County","Massachusetts","MA"
"02335910       ","SESQA","Southeast Stream-Quality Assessment","ROTTENWOOD CR AT INTERSTATE N PKWY, NR SMYRNA, GA"," 335337    "," 0842728    ","33.8937143106783","-84.4577075753139","Interpolated from map","Unknown","NAD27     ","Cobb County","Georgia","GA"
"02183650       ","SESQA","Southeast Stream-Quality Assessment","SHOAL CREEK AT SHOAL CREEK RD, NR LAVONIA, GA"," 342613    "," 0830237    ","34.4369444444444","-83.0436111111111","Interpolated from map","Accurate to +/- 1 second","NAD83     ","Hart County","Georgia","GA"
"11159000       ","CSQA","California Stream-Quality Assessment","PAJARO R A CHITTENDEN CA"," 365401    "," 1213548    ","36.9002306960237","-121.597721487878","Interpolated from map","Accurate to +/- 5 seconds","NAD27     ","Santa Cruz County","California","CA"
"01115114       ","NESQA","Northeast Stream-Quality Assessment","RUSH BROOK NEAR ELMDALE RD NEAR NORTH SCITUATE, RI"," 415015    "," 0713645    ","41.8375992883109","-71.6120089058589","Interpolated from map","Accurate to +/- 1 second","NAD27     ","Providence County","Rhode Island","RI"
"12158040       ","PNSQA","Pacific Northwest Stream-Quality Assessment","TULALIP CREEK NEAR TULALIP, WA"," 480407    "," 1221712    ","48.0684294130652","-122.287920368309","Interpolated from map","Accurate to +/- 1 second","NAD27     ","Snohomish County","Washington","WA"
"351436120405201","CSQA","California Stream-Quality Assessment","SAN LUIS OBISPO C A LOS OSOS VLY RD NR SAN LUIS OB"," 351436    "," 1204052    ","35.2433333333333","-120.681111111111","Global positioning system (GPS), Standard Positioning Service (SPS) or PrecisePositioning Service (PPS)","Accurate to +/- 1 second","NAD83     ","San Luis Obispo County","California","CA"
"425358073462301","NESQA","Northeast Stream-Quality Assessment","DWAAS KILL SOUTH OF USHERS NY"," 425359.85 "," 0734623.44 ","42.8999583333333","-73.7731777777778","Global positioning system (GPS), Standard Positioning Service (SPS) or PrecisePositioning Service (PPS)","Accurate to +/- .01 second (differentially corrected GPS)","NAD83     ","Saratoga County","New York","NY"
"02188350       ","SESQA","Southeast Stream-Quality Assessment","BEAVERDAM CREEK AT VANNA ROAD, NEAR ROYSTON, GA"," 341453    "," 0830255    ","34.2480555555556","-83.0486111111111","Interpolated from map","Accurate to +/- 1 second","NAD83     ","Hart County","Georgia","GA"
"12150495       ","PNSQA","Pacific Northwest Stream-Quality Assessment","CHERRY CREEK BELOW MARGARET CREEK NEAR DUVALL, WA"," 474435    "," 1215624    ","47.7428777299588","-121.941232369912","Interpolated from map","Accurate to +/- 1 second","NAD27     ","King County","Washington","WA"
"02191284       ","SESQA","Southeast Stream-Quality Assessment","MILL SHOAL CR AT PARHAM-DUDLEY RD, NR HARRISON, GA"," 341146    "," 0830606    ","34.1961111111111","-83.1016666666667","Interpolated from map","Accurate to +/- 1 second","NAD83     ","Madison County","Georgia","GA"
"12024000       ","PNSQA","Pacific Northwest Stream-Quality Assessment","SOUTH FORK NEWAUKUM RIVER NEAR ONALASKA, WA"," 463433    "," 1224102    ","46.5756617785278","-122.685115897694","Interpolated from map","Accurate to +/- 1 second","NAD27     ","Lewis County","Washington","WA"
"02146409       ","SESQA","Southeast Stream-Quality Assessment","LTL SUGAR CR AT MEDICAL CENTER DR AT CHARLOTTE, NC"," 351213    "," 0805013    ","35.2036111111111","-80.8369444444444","Global positioning system (GPS), Standard Positioning Service (SPS) or PrecisePositioning Service (PPS)","Accurate to +/- 1 second","NAD83     ","Mecklenburg County","North Carolina","NC"
"01109000       ","NESQA","Northeast Stream-Quality Assessment","WADING RIVER NEAR NORTON, MA"," 415651    "," 0711038    ","41.9476001464146","-71.1767154983626","Interpolated from map","Accurate to +/- 1 second","NAD27     ","Bristol County","Massachusetts","MA"
"02203831       ","SESQA","Southeast Stream-Quality Assessment","DOOLITTLE CREEK AT FLAT SHOALS RD, NR DECATUR, GA"," 334220    "," 0841733    ","33.7056625864569","-84.2924229891424","Interpolated from map","Accurate to +/- 1 second","NAD27     ","DeKalb County","Georgia","GA"
"12202300       ","PNSQA","Pacific Northwest Stream-Quality Assessment","OLSEN CREEK NEAR BELLINGHAM, WA"," 484505    "," 1222108    ","48.7512221318497","-122.353497584601","Interpolated from map","Accurate to +/- 1 second","NAD27     ","Whatcom County","Washington","WA"
"425540074384801","NESQA","Northeast Stream-Quality Assessment","OTSQUAGO CREEK NEAR FORT PLAIN NY"," 425539.75 "," 0743848.11 ","42.9277083333333","-74.6466972222222","Interpolated from Digital Map","Accurate to +/- .01 second (differentially corrected GPS)","NAD83     ","Montgomery County","New York","NY"
"12107950       ","PNSQA","Pacific Northwest Stream-Quality Assessment","NORTH FORK NEWAUKUM CREEK NEAR ENUMCLAW, WA"," 471406    "," 1215542    ","47.2348241069156","-121.929554472111","Interpolated from map","Accurate to +/- 1 second","NAD27     ","King County","Washington","WA"
"12073895       ","PNSQA","Pacific Northwest Stream-Quality Assessment","COULTER CREEK NEAR ALLYN, WA"," 472431    "," 1224857    ","47.4084276784616","-122.817086052565","Interpolated from map","Accurate to +/- 1 second","NAD27     ","Mason County","Washington","WA"
"420444097543301","MSQA","Midwest Stream-Quality Assessment","Elkhorn River near Oakdale, Nebr."," 420409.37 "," 0975559.23 ","42.0692694444445","-97.9331194444444","Global positioning system (GPS), Standard Positioning Service (SPS) or PrecisePositioning Service (PPS)","Accurate to +/- .5 second (Precise Positioning Service (PLGR/PPS GPS))","NAD83     ","Antelope County","Nebraska","NE"
"02207435       ","SESQA","Southeast Stream-Quality Assessment","LITTLE HAYNES CREEK AT DIAL MILL RD NR MILSTEAD GA"," 334240    "," 0835452    ","33.7111111111111","-83.9144444444445","Interpolated from map","Accurate to +/- 1 second","NAD83     ","Rockdale County","Georgia","GA"
"01114500       ","NESQA","Northeast Stream-Quality Assessment","WOONASQUATUCKET RIVER AT CENTERDALE, RI"," 415132    "," 0712916    ","41.8589884253646","-71.4872823280115","Interpolated from map","Accurate to +/- 1 second","NAD27     ","Providence County","Rhode Island","RI"
"12069550       ","PNSQA","Pacific Northwest Stream-Quality Assessment","BIG BEEF CREEK NEAR SEABECK, WA"," 473827    "," 1224702    ","47.6406486782789","-122.785152736122","Interpolated from map","Accurate to +/- 1 second","NAD27     ","Kitsap County","Washington","WA"
"12068500       ","PNSQA","Pacific Northwest Stream-Quality Assessment","DEWATTO RIVER NEAR DEWATTO, WA"," 472810    "," 1230133    ","47.4692599262669","-123.027098317133","Interpolated from map","Accurate to +/- 1 second","NAD27     ","Mason County","Washington","WA"
"02204037       ","SESQA","Southeast Stream-Quality Assessment","POLE BRIDGE CR AT EVANS MILL RD NEAR LITHONIA, GA"," 334006    "," 0840904    ","33.6684421988645","-84.1510287322638","Global positioning system (GPS), Standard Positioning Service (SPS) or PrecisePositioning Service (PPS)","Accurate to +/- 1 second","NAD27     ","DeKalb County","Georgia","GA"
"05575550       ","MSQA","Midwest Stream-Quality Assessment","CLEAR CREEK NEAR JEISYVILLE, IL"," 393247    "," 0892606    ","39.5463888888889","-89.435","Interpolated from Digital Map","Accurate to +/- 1 second","NAD83     ","Christian County","Illinois","IL"
"04240253       ","NESQA","Northeast Stream-Quality Assessment","GEDDES BROOK AT FAIRMOUNT NY"," 430326    "," 0761403    ","43.0572887652137","-76.2338159957609","Interpolated from map","Accurate to +/- 1 second","NAD27     ","Onondaga County","New York","NY"
"03463300       ","SESQA","Southeast Stream-Quality Assessment","SOUTH TOE RIVER NEAR CELO, NC"," 354953    "," 0821103    ","35.8313888888889","-82.1841666666667","Reported","Accurate to +/- 1 second","NAD83     ","Yancey County","North Carolina","NC"
"03453000       ","SESQA","Southeast Stream-Quality Assessment","IVY RIVER NEAR MARSHALL, NC"," 354611    "," 0823715    ","35.7697222222222","-82.6208333333333","Global positioning system (GPS), Standard Positioning Service (SPS) or PrecisePositioning Service (PPS)","Accurate to +/- 1 second","NAD83     ","Madison County","North Carolina","NC"
"430557075181801","NESQA","Northeast Stream-Quality Assessment","MUD CREEK AT NEW YORK MILLS NY"," 430556.91 "," 0751817.14 ","43.0991416666667","-75.3047611111111","Global positioning system (GPS), Standard Positioning Service (SPS) or PrecisePositioning Service (PPS)","Accurate to +/- .01 second (differentially corrected GPS)","NAD83     ","Oneida County","New York","NY"
"405708073440301","NESQA","Northeast Stream-Quality Assessment","MAMARONECK RIVER AT WARD AVE AT MAMARONECK NY"," 405708.47 "," 0734403.57 ","40.9523527777778","-73.734325","Interpolated from Digital Map","Accurate to +/- .01 second (differentially corrected GPS)","NAD83     ","Westchester County","New York","NY"
"01376500       ","NESQA","Northeast Stream-Quality Assessment","SAW MILL RIVER AT YONKERS NY"," 405611    "," 0735310    ","40.9363888888889","-73.8861111111111","Interpolated from map","Accurate to +/- 1 second","NAD83     ","Westchester County","New York","NY"
"01359135       ","NESQA","Northeast Stream-Quality Assessment","PATROON CREEK AT ALBANY NY"," 423948.4  "," 0734441.5  ","42.6634444444444","-73.7448611111111","Interpolated from Digital Map","Accurate to +/- .1 second (differentially corrected GPS)","NAD83     ","Albany County","New York","NY"
"430056078044801","NESQA","Northeast Stream-Quality Assessment","BLACK CREEK AT MORGANVILLE NY"," 430056.05 "," 0780448.72 ","43.0155694444444","-78.0802","Interpolated from Digital Map","Accurate to +/- .01 second (differentially corrected GPS)","NAD83     ","Genesee County","New York","NY"
"372629086330400","MSQA","Midwest Stream-Quality Assessment","CANEY CREEK NEAR CANEYVILLE, KY"," 372628.64 "," 0863304.35 ","37.4412888888889","-86.5512083333333","Reported","Accurate to +/- .01 second (differentially corrected GPS)","NAD83     ","Grayson County","Kentucky","KY"
"01356190       ","NESQA","Northeast Stream-Quality Assessment","LISHA KILL NORTHWEST OF NISKAYUNA NY"," 424701    "," 0735124    ","42.7836111111111","-73.8566666666667","Interpolated from map","Accurate to +/- 1 second","NAD83     ","Schenectady County","New York","NY"
"0422026250     ","NESQA","Northeast Stream-Quality Assessment","NORTHRUP CREEK AT NORTH GREECE NY"," 431513    "," 0774432    ","43.2536111111111","-77.7422222222222","Interpolated from map","Accurate to +/- 1 second","NAD83     ","Monroe County","New York","NY"
"413020074022001","NESQA","Northeast Stream-Quality Assessment","GIDNEYTOWN CREEK AT RT 52 AT NEWBURGH NY"," 413020.45 "," 0740220.53 ","41.5056805555556","-74.0390361111111","Interpolated from Digital Map","Accurate to +/- .01 second (differentially corrected GPS)","NAD83     ","Orange County","New York","NY"
"405409073485501","NESQA","Northeast Stream-Quality Assessment","HUTCHINSON RIVER AT COLONIAL AVE AT PELHAM NY"," 405409.61 "," 0734855.05 ","40.9026694444444","-73.8152916666667","Global positioning system (GPS), Standard Positioning Service (SPS) or PrecisePositioning Service (PPS)","Accurate to +/- .01 second (differentially corrected GPS)","NAD83     ","Westchester County","New York","NY"
"424048097483601","MSQA","Midwest Stream-Quality Assessment","Howe Creek near Lindy, Nebr."," 424145.46 "," 0974718.17 ","42.6959611111111","-97.7883805555555","Global positioning system (GPS), Standard Positioning Service (SPS) or PrecisePositioning Service (PPS)","Accurate to +/- .5 second (Precise Positioning Service (PLGR/PPS GPS))","NAD83     ","Knox County","Nebraska","NE"
"424643073472901","NESQA","Northeast Stream-Quality Assessment","SHAKER'S CREEK AT RIVER ROAD NEAR LATHAM NY"," 424643.30 "," 0734729.43 ","42.7786944444444","-73.7915083333333","Interpolated from Digital Map","Accurate to +/- .01 second (differentially corrected GPS)","NAD83     ","Albany County","New York","NY"
"021890105      ","SESQA","Southeast Stream-Quality Assessment","MIDDLE FORK BROAD R AT RED ROOT RD, NR TOCCOA, GA"," 343002    "," 0832555    ","34.5005555555556","-83.4319444444445","Interpolated from map","Accurate to +/- 1 second","NAD83     ","Stephens County","Georgia","GA"
"405242073521001","NESQA","Northeast Stream-Quality Assessment","BRONX RIVER AT WOODLAWN CEMETERY AT BRONX NY"," 405242.75 "," 0735209.65 ","40.8785416666667","-73.8693472222222","Global positioning system (GPS), Standard Positioning Service (SPS) or PrecisePositioning Service (PPS)","Accurate to +/- .01 second (differentially corrected GPS)","NAD83     ","Bronx County","New York","NY"
"01349150       ","NESQA","Northeast Stream-Quality Assessment","CANAJOHARIE CREEK NEAR CANAJOHARIE NY"," 425234.6  "," 0743610.3  ","42.8762777777778","-74.6028611111111","Interpolated from map","Accurate to +/- .1 second (differentially corrected GPS)","NAD83     ","Montgomery County","New York","NY"
"12117695       ","PNSQA","Pacific Northwest Stream-Quality Assessment","ROCK CREEK AT CEDAR FALLS ROAD NEAR LANDSBURG, WA"," 472411.80 "," 1215352.80 ","47.4031020216467","-121.899223671975","Interpolated from map","Accurate to +/- .5 second (Precise Positioning Service (PLGR/PPS GPS))","NAD27     ","King County","Washington","WA"
"423533076062101","NESQA","Northeast Stream-Quality Assessment","TROUT BROOK AT CORTLANDVILLE NY"," 423533.99 "," 0760621.20 ","42.592775","-76.1058888888889","Interpolated from Digital Map","Accurate to +/- .01 second (differentially corrected GPS)","NAD83     ","Cortland County","New York","NY"
"02212600       ","SESQA","Southeast Stream-Quality Assessment","FALLING CREEK NEAR JULIETTE, GA"," 330559    "," 0834325    ","33.099853504195","-83.723510413886","Interpolated from map","Accurate to +/- 1 second","NAD27     ","Jones County","Georgia","GA"
"04087119       ","MSQA","Midwest Stream-Quality Assessment","HONEY CREEK AT WAUWATOSA, WI"," 430237.8  "," 0880018.4  ","43.0438333333333","-88.0051111111111","Interpolated from Digital Map","Accurate to +/- .1 second (differentially corrected GPS)","NAD83     ","Milwaukee County","Wisconsin","WI"
"040869416      ","MSQA","Midwest Stream-Quality Assessment","LINCOLN CREEK @ SHERMAN BOULEVARD AT MILWAUKEE, WI"," 430549.7  "," 0875802.1  ","43.0971388888889","-87.96725","Interpolated from map","Accurate to +/- 1 second","NAD83     ","Milwaukee County","Wisconsin","WI"
"01374930       ","NESQA","Northeast Stream-Quality Assessment","MUSCOOT RIVER AT BALDWIN PLACE NY"," 412017.3  "," 0734607.3  ","41.3381388888889","-73.7686944444444","Interpolated from map","Accurate to +/- .1 second (differentially corrected GPS)","NAD83     ","Westchester County","New York","NY"
"430629077274701","NESQA","Northeast Stream-Quality Assessment","THOMAS CREEK AT EAST ROCHESTER NY"," 430629.45 "," 0772747.88 ","43.1081805555556","-77.4633","Interpolated from Digital Map","Accurate to +/- .01 second (differentially corrected GPS)","NAD83     ","Monroe County","New York","NY"
"02418760       ","SESQA","Southeast Stream-Quality Assessment","CHEWACLA CREEK AT CHEWACLA STATE PARK NR AUBURN"," 323253    "," 0852850    ","32.5481917993214","-85.4805044055025","Interpolated from map","Accurate to +/- 1 second","NAD27     ","Lee County","Alabama","AL"
"02391840       ","SESQA","Southeast Stream-Quality Assessment","HICKORY LOG CREEK NEAR CANTON, GA"," 341554    "," 0842826    ","34.265","-84.4738888888889","Global positioning system (GPS), Standard Positioning Service (SPS) or PrecisePositioning Service (PPS)","Accurate to +/- 1 second","NAD83     ","Cherokee County","Georgia","GA"
"02384540       ","SESQA","Southeast Stream-Quality Assessment","MILL CREEK NEAR CRANDALL, GA"," 345219    "," 0844317    ","34.8720238159661","-84.7213262105236","Interpolated from map","Accurate to +/- 1 second","NAD27     ","Murray County","Georgia","GA"
"02337500       ","SESQA","Southeast Stream-Quality Assessment","SNAKE CREEK NEAR WHITESBURG, GA"," 333146    "," 0845542    ","33.5295563924167","-84.9282734403779","Interpolated from map","Accurate to +/- 1 second","NAD27     ","Carroll County","Georgia","GA"
"02344605       ","SESQA","Southeast Stream-Quality Assessment","LINE CREEK BELOW GA 54, NEAR PEACHTREE CITY, GA"," 332344    "," 0843625    ","33.3955555555556","-84.6069444444444","Global positioning system (GPS), Standard Positioning Service (SPS) or PrecisePositioning Service (PPS)","Accurate to +/- 1 second","NAD83     ","Fayette County","Georgia","GA"
"02204285       ","SESQA","Southeast Stream-Quality Assessment","PATES CREEK NEAR FLIPPEN, GA"," 332933    "," 0841442    ","33.4925","-84.245","Interpolated from map","Unknown","NAD83     ","Henry County","Georgia","GA"
"02207418       ","SESQA","Southeast Stream-Quality Assessment","BIG HAYNES CREEK AT JACK TURNER DAM,NR MILSTEAD GA"," 334345    "," 0835614    ","33.7291666666667","-83.9372222222222","Global positioning system (GPS), Standard Positioning Service (SPS) or PrecisePositioning Service (PPS)","Accurate to +/- 1 second","NAD83     ","Rockdale County","Georgia","GA"
"02213500       ","SESQA","Southeast Stream-Quality Assessment","TOBESOFKEE CREEK NEAR MACON, GA"," 324832    "," 0834530    ","32.8088888888889","-83.7583333333333","Interpolated from map","Accurate to +/- 1 second","NAD83     ","Bibb County","Georgia","GA"
"02195320       ","SESQA","Southeast Stream-Quality Assessment","KIOKEE CREEK AT GA 104, NEAR EVANS, GA"," 333603    "," 0821358    ","33.6009669765972","-82.2326216935993","Interpolated from map","Accurate to +/- 1 second","NAD27     ","Columbia County","Georgia","GA"
"02455185       ","SESQA","Southeast Stream-Quality Assessment","BLACKBURN FORK LITTLE WARRIOR R NR HOLLY SPRINGS"," 335138    "," 0862645    ","33.8606544219343","-86.4458177554988","Interpolated from map","Unknown","NAD27     ","Blount County","Alabama","AL"
"02423414       ","SESQA","Southeast Stream-Quality Assessment","LITTLE CAHABA RIVER AT CAH BEA RD NR CAHABA HTS AL"," 332623    "," 0864156    ","33.4398294847736","-86.6988758232009","Interpolated from map","Accurate to +/- 1 second","NAD27     ","Shelby County","Alabama","AL"
"0345577330     ","SESQA","Southeast Stream-Quality Assessment","WEST FORK PIGEON RIVER NEAR RETREAT, NC"," 352536    "," 0825511    ","35.4266666666667","-82.9197222222222","Global positioning system (GPS), Standard Positioning Service (SPS) or PrecisePositioning Service (PPS)","Accurate to +/- 1 second","NAD83     ","Haywood County","North Carolina","NC"
"01645704       ","SESQA","Southeast Stream-Quality Assessment","DIFFICULT RUN ABOVE FOX LAKE NEAR FAIRFAX, VA"," 385304.5  "," 0771957.8  ","38.8846951782971","-77.3324293386678","Interpolated from map","Accurate to +/- .1 second (differentially corrected GPS)","NAD27     ","Fairfax County","Virginia","VA"
"01645762       ","SESQA","Southeast Stream-Quality Assessment","S F LITTLE DIFFICULT RUN ABOVE MOUTH NR VIENNA, VA"," 385431.6  "," 0772018.8  ","38.9088891571537","-77.3382627208031","Interpolated from map","Accurate to +/- .1 second (differentially corrected GPS)","NAD27     ","Fairfax County","Virginia","VA"
"453429122185500","PNSQA","Pacific Northwest Stream-Quality Assessment","GIBBONS CREEK AT EVERGREEN HWY, AT WASHOUGAL, WA"," 453429.46 "," 1221855.38 ","45.57485","-122.315383333333","Interpolated from Digital Map","Accurate to +/- 1 second","NAD83     ","Clark County","Washington","WA"
"395942083151401","MSQA","Midwest Stream-Quality Assessment","Big Darby Creek at Prairie Oaks nr Lake Darby, OH"," 395942.25 "," 0831513.64 ","39.9950694444444","-83.2537888888889","Interpolated from Digital Map","Accurate to +/- .5 second (Precise Positioning Service (PLGR/PPS GPS))","NAD83     ","Madison County","Ohio","OH"
"14206950       ","PNSQA","Pacific Northwest Stream-Quality Assessment","FANNO CREEK AT DURHAM, OR"," 452413    "," 1224513    ","45.4034520206329","-122.754818493538","Interpolated from map","Accurate to +/- 1 second","NAD27     ","Washington County","Oregon","OR"
"021473428      ","SESQA","Southeast Stream-Quality Assessment","WILDCAT CREEK BELOW ROCK HILL, SC"," 345321.4  "," 0810407.3  ","34.8892777777778","-81.0686944444444","GNSS2 - Level 1 Quality Survey Grade Global Navigation Satellite System","Level 2 survey-grade GPS","NAD83     ","York County","South Carolina","SC"
"443243123265400","PNSQA","Pacific Northwest Stream-Quality Assessment","WOODS CREEK AT WOODS CREEK RD, NEAR PHILOMATH, OR"," 443253.7  "," 1232557.5  ","44.54825","-123.432638888889","Interpolated from Digital Map","Accurate to +/- 1 second","NAD83     ","Benton County","Oregon","OR"
"420103076540701","NESQA","Northeast Stream-Quality Assessment","MUDLICK CREEK AT SEELEY CREEK NY"," 420103.48 "," 0765407.68 ","42.0176333333333","-76.9021333333333","Global positioning system (GPS), Standard Positioning Service (SPS) or PrecisePositioning Service (PPS)","Accurate to +/- .01 second (differentially corrected GPS)","NAD83     ","Chemung County","New York","NY"
"04232050       ","NESQA","Northeast Stream-Quality Assessment","ALLEN CREEK NEAR ROCHESTER NY"," 430740.9  "," 0773137.2  ","43.1280277777778","-77.527","Interpolated from Digital Map","Accurate to +/- .1 second (differentially corrected GPS)","NAD83     ","Monroe County","New York","NY"
"423613073422001","NESQA","Northeast Stream-Quality Assessment","MILL CREEK AT EAST GREENBUSH NY"," 423613.00 "," 0734220.38 ","42.6036111111111","-73.7056611111111","Interpolated from Digital Map","Accurate to +/- .01 second (differentially corrected GPS)","NAD83     ","Rensselaer County","New York","NY"
"14194300       ","PNSQA","Pacific Northwest Stream-Quality Assessment","NORTH YAMHILL RIVER NEAR FAIRDALE, OR"," 452155    "," 1232240    ","45.3651117420231","-123.378999474797","Interpolated from map","Accurate to +/- 1 second","NAD27     ","Yamhill County","Oregon","OR"
"452912122291200","PNSQA","Pacific Northwest Stream-Quality Assessment","JOHNSON CREEK AT CIRCLE AVE, OR"," 452912    "," 1222912    ","45.4865090563963","-122.487868475183","Global positioning system (GPS), Standard Positioning Service (SPS) or PrecisePositioning Service (PPS)","Accurate to +/- 1 second","NAD27     ","Multnomah County","Oregon","OR"
"424143073382901","NESQA","Northeast Stream-Quality Assessment","WYNANTS KILL AT RUSSELL AVE AT WYNANTSKILL NY"," 424143.87 "," 0733829.19 ","42.6955194444444","-73.6414416666667","Interpolated from Digital Map","Accurate to +/- .01 second (differentially corrected GPS)","NAD83     ","Rensselaer County","New York","NY"
"01374559       ","NESQA","Northeast Stream-Quality Assessment","WEST BRANCH CROTON RIVER AT RICHARDSVILLE NY"," 412814    "," 0734536    ","41.4705555555556","-73.76","Interpolated from map","Accurate to +/- 1 second","NAD83     ","Putnam County","New York","NY"
"410150083125701","MSQA","Midwest Stream-Quality Assessment","Sandusky River at CR6 near McClutchenville, OH"," 410149.97 "," 0831256.85 ","41.0305472222222","-83.2157916666667","Interpolated from Digital Map","Accurate to +/- .5 second (Precise Positioning Service (PLGR/PPS GPS))","NAD83     ","Seneca County","Ohio","OH"
"411844074085601","NESQA","Northeast Stream-Quality Assessment","RAMAPO RIVER AT RIVER ROAD AT HARRIMAN NY"," 411843.99 "," 0740856.04 ","41.3122194444444","-74.1489","Interpolated from Digital Map","Accurate to +/- .01 second (differentially corrected GPS)","NAD83     ","Orange County","New York","NY"
"02162290       ","SESQA","Southeast Stream-Quality Assessment","SOUTH SALUDA RIVER NEAR CLEVELAND, SC"," 350348    "," 0823901    ","35.063450880712","-82.6501280026762","Interpolated from map","Accurate to +/- .1 second (differentially corrected GPS)","NAD27     ","Greenville County","South Carolina","SC"
"02156999       ","SESQA","Southeast Stream-Quality Assessment","N. TYGER RIVER BELOW WELLFORD, SC"," 345624    "," 0820312    ","34.94","-82.0533333333333","Global positioning system (GPS), Standard Positioning Service (SPS) or PrecisePositioning Service (PPS)","Accurate to +/- 1 second","NAD83     ","Spartanburg County","South Carolina","SC"
"01374960       ","NESQA","Northeast Stream-Quality Assessment","HALLOCKS MILL BROOK AT YORKTOWN HEIGHTS NY"," 411704    "," 0734628    ","41.2845384649934","-73.7740222959992","Interpolated from map","Accurate to +/- 1 second","NAD27     ","Westchester County","New York","NY"
"445420123041900","PNSQA","Pacific Northwest Stream-Quality Assessment","CROISAN CREEK AT MADRONA AVE S, AT SALEM, OR"," 445420.47 "," 1230418.52 ","44.9056861111111","-123.071811111111","Interpolated from Digital Map","Accurate to +/- 1 second","NAD83     ","Marion County","Oregon","OR"
"01646000       ","SESQA","Southeast Stream-Quality Assessment","DIFFICULT RUN NEAR GREAT FALLS, VA"," 385833    "," 0771446    ","38.9759434630746","-77.2458143866351","Interpolated from map","Unknown","NAD27     ","Fairfax County","Virginia","VA"
"454904122441800","PNSQA","Pacific Northwest Stream-Quality Assessment","GEE CREEK AT ABRAMS PARK, AT RIDGEFIELD, WA"," 454904.6  "," 1224419.4  ","45.8179444444444","-122.738722222222","Interpolated from Digital Map","Accurate to +/- 1 second","NAD83     ","Clark County","Washington","WA"
"454533122321200","PNSQA","Pacific Northwest Stream-Quality Assessment","WEAVER CR AT SE MERRITT DR, NR BATTLE GROUND, WA"," 454535.6  "," 1223209.5  ","45.7598888888889","-122.535972222222","Interpolated from Digital Map","Accurate to +/- 1 second","NAD83     ","Clark County","Washington","WA"
"443808123051100","PNSQA","Pacific Northwest Stream-Quality Assessment","PERIWINKLE CREEK AT SANTIAM RD SE, AT ALBANY, OR"," 443809.2  "," 1230511.4  ","44.6358888888889","-123.0865","Interpolated from Digital Map","Accurate to +/- 1 second","NAD83     ","Linn County","Oregon","OR"
"01414500       ","NESQA","Northeast Stream-Quality Assessment","MILL BROOK NEAR DUNRAVEN NY"," 420622    "," 0744350    ","42.1061111111111","-74.7305555555556","Interpolated from map","Accurate to +/- 1 second","NAD83     ","Delaware County","New York","NY"
